id,fips,statecode,state,state_notes,county,jail,jail_notes,d2008,d2009,d2010,d2011,d2012,d2013,d2014,d2015,d2016,d2017,d2018,d2019,su2008,su2009,su2010,su2011,su2012,su2013,su2014,su2015,su2016,su2017,su2018,su2019,da2008,da2009,da2010,da2011,da2012,da2013,da2014,da2015,da2016,da2017,da2018,da2019,il2008,il2009,il2010,il2011,il2012,il2013,il2014,il2015,il2016,il2017,il2018,il2019,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o2015,o2016,o2017,o2018,o2019,ho2008,ho2009,ho2010,ho2011,ho2012,ho2013,ho2014,ho2015,ho2016,ho2017,ho2018,ho2019,ac2008,ac2009,ac2010,ac2011,ac2012,ac2013,ac2014,ac2015,ac2016,ac2017,ac2018,ac2019,adp2008,adp2009,adp2010,adp2011,adp2012,adp2013,adp2014,adp2015,adp2016,adp2017,adp2018,adp2019,med2008,med2009,med2010,med2011,med2012,med2013,med2014,med2015,med2016,med2017,med2018,med2019
389,45003,SC,South Carolina,,Aiken,Aiken County Detention Center,,1,1,0,0,0,0,2,1,0,3,1,2,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,1,,1,0,0,0,0,0,1,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,427,392,344,322,319,318,327,355,372,406,409,392,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners
390,45007,SC,South Carolina,,Anderson,Anderson County Detention Center,,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,402,375,326,341,337,347,349,376,438,390,452,public,public,public,public,public,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners/Mediko
391,45015,SC,South Carolina,,Berkeley,Berkeley County Detention Center,,2,1,1,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,,1,0,1,0,1,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,384,407,375,343,308,324,305,313,359,404,424,425,public,public,public,public,public/Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners/Wellpath,Wellpath,Wellpath,Wellpath
392,45019,SC,South Carolina,,Charleston,Sheriff Al Cannon Detention Center,,1,2,1,1,0,1,1,1,2,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,1722,1729,1542,1442,1249,1225,1159,1155,1196,1169,1225,Corizon Health ,Corizon Health/Carolina Center for Occupational Health,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health ,Carolina Center for Occupational Health 
398,45045,SC,South Carolina,,Greenville,Greenville County Detention Center,,1,1,3,2,2,2,2,4,1,3,0,2,0,1,1,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1367,1303,1174,1086,1316,1251,1392,1380,1380,1355,1311,1248,public,public,public,public,public,public,public,public,public,public,public,public
393,45051,SC,South Carolina,,Horry,J. Reuben Long Detention Center - Horry Co.,,0,1,1,0,2,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,665,641,613,675,701,647,588,621,748,745,759,public,public,public,public/Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners/Mediko,Mediko,Mediko
394,45063,SC,South Carolina,,Lexington,Lexington County Detention Center,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,886,893,810,714,703,667,728,771,751,716,637,Corizon Health/Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
395,45079,SC,South Carolina,,Richland,Alvin S. Glenn Detention Center,,1,3,0,2,2,1,0,1,2,4,0,1,,2,0,0,1,0,0,0,,,0,0,,,0,1,,0,0,0,,,0,0,,,0,0,,1,0,1,1,1,0,1,,,0,0,,0,0,0,,,0,0,,,0,1,,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,0,1116,965,923,955,903,894,863,845,814,837,806,760,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
396,45083,SC,South Carolina,,Spartanburg,Spartanburg County Detention Facility,,1,0,2,0,1,0,1,2,2,5,2,2,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,758,858,850,818,816,727,727,784,805,782,806,public,public,public,public,public,public,public,public,public,public,public,public
397,45091,SC,South Carolina,,York,York County Detention Center,,0,0,1,0,1,2,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,425,367,356,395,361,359,381,358,395,434,439,467.2,public,public,public,public,public,public,public,public,public,public,public,public
400,46029,SD,South Dakota,,Codington,Codington County Detention Center,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.61,56.26,56.06,55.09,61.75,57.69,58.9,69.42,68.44,78.98,67.88,65.37,public,public,public,public,public,public,public,public,public,public,public,public/MEnD Correctional Care PLLC
401,46035,SD,South Dakota,,Davison,Davison County Jail,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,41,48,41,41,41,44,55,50,43,49,public,public,public,public,public,public,public,public,public,public,public,public
402,46065,SD,South Dakota,,Hughes,Hughes County Jail,,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.22,52.7,110.8,131.5,142.7,126.53,106.06,130.9,160.8,162.2,160,167,public,public,public,public,public,public,public,public,public,public,public,public
403,46081,SD,South Dakota,,Lawrence,Lawrence County Jail,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42,43,30,37,32,33,32,36,43,39,36,public,public,public,public,public,public,public,public,public,public,public,public
404,46093,SD,South Dakota,,Meade,Meade County Jail,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.98,45.43,45.88,49.72,52.68,62.86,57.84,48.13,55.32,50.28,49.74,53.25,public,public,public,public,public,public,public,public,public,public,public,public
405,46099,SD,South Dakota,,Minnehaha,Minnehaha County Jail,,0,0,0,1,0,0,0,3,2,0,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,523.3,517.2,511.4,570.1,544.7,559.2,443.4,422.8,454.8,434,404.54,Avera McKennan,Avera McKennan/Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath/Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services
406,46103,SD,South Dakota,,Pennington,Pennington County Jail,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,456,480,465,479,513,509,518,537,629,614,612,public,public,public,public,public,public,public,public,public,public,public,public
407,46109,SD,South Dakota,,Roberts,Roberts County Jail,2011 ADP averaged from 2011 and 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39.25,43.5,35,44.5,40.5,37.25,45.5,58.25,62.75,65.11,public,public,public,public,public,public,public,public,public,public,public,public
399,46123,SD,South Dakota,,Tripp,Winner City Jail,The City of Winner doesn't have its own inmates; it provides space for various county and federal agencies to provide their own care to their own inmates.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,83,68,60,81,94,83,95,110,108,105,121,-,-,-,-,-,-,-,-,-,-,-,-
408,46135,SD,South Dakota,,Yankton,Yankton County Jail,"ADP was reported as between 40 to 80 during 2008-2017. Reuters used an average, 60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,103,106,public,public,public,public,public,public,public,public,public,public,public,public
411,47037,TN,Tennessee,,Davidson,Nashville-Davidson (combined facilities),,,,,,,,1,1,5,2,3,1,,,,,,,1,1,1,0,1,0,,,,,,,0,0,2,1,2,0,,,,,,,0,0,2,1,0,1,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,2612,2540,2429,2269,2182,2019,1907,1678,1729,1502,1504,1284,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
409,47065,TN,Tennessee,,Hamilton,Hamilton County Jail,2008-2013 ADP from U.S. Bureau of Justice Statistics,,0,2,2,2,0,3,2,1,4,3,,,0,1,1,1,0,2,0,0,2,0,,,0,0,0,0,0,0,0,0,1,2,,,0,1,1,1,0,1,2,1,1,1,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,570,554,525,525,519,509,545,531,563,517,460,,public,public,public,public,public,public,public,public,public,public,public,CFG Health Systems
410,47093,TN,Tennessee,,Knox,"Knox County Sheriff's Detention Facility, Knox County Jail and Work Release Facility",2008 ADP from U.S. Bureau of Justice Statistics,,2,0,7,1,0,1,0,3,2,2,3,,1,0,4,0,0,1,0,2,0,1,1,,0,0,0,1,0,0,0,0,1,0,0,,1,0,3,0,0,0,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1011,1157,1069,1058,845,1100,1077,1157,1243,1371,1454,1478,public,public,public,public,public,public,public,public,public,public,public,public
412,47147,TN,Tennessee,,Robertson,Robertson County Detention Facility,2008 ADP from U.S. Bureau of Justice Statistics,,0,0,1,1,0,0,1,0,2,0,1,,0,0,1,1,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,230,242,288,347,405,468,469,552,514,515,524,541.96,public/Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners
413,47149,TN,Tennessee,,Rutherford,Rutherford County Adult Detention Center,,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,770,676,772,895,816,824,959,767,800,742,923,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical,Rudd Medical
414,47157,TN,Tennessee,,Shelby,Shelby County (combined adult facilities),2008 ADP averaged from 2009 and 2010,,3,3,7,5,2,5,6,2,6,8,4,,0,1,2,1,1,0,0,1,0,1,1,,0,0,0,0,0,0,1,0,0,1,0,,3,1,5,4,1,4,5,1,5,4,2,,0,0,0,0,0,1,0,0,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2724.5,2751,2698,2672,2456,2384,2408,2474,2604,2668,2901,2900,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
415,47163,TN,Tennessee,,Sullivan,Sullivan County Jail,,2,2,0,0,1,0,2,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,640,595,686,707,693,640,783,665,741,914,956,public,public,public,public,public,public,public,public,public,public,public,public
416,47165,TN,Tennessee,,Sumner,Sumner County Jail,2010 ADP averaged from 2011 and 2012 ,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,671,652,690,693,585,623,680,701,745,778,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners
417,47179,TN,Tennessee,,Washington,Washington County Detention Center,,,0,0,1,0,4,0,0,0,1,2,,,0,0,1,0,2,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,450,515,600,632,584,566,566,600,608,772,,,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners/Quality Correctional Health Care,
513,47189,TN,Tennessee,,Wilson,Wilson County Jail,,0,1,1,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,227,238,260,298,367,353,316,305,381,403,459,484,public,public/Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners
418,48029,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Bexar,Bexar County Adult Detention Center,2008-2010 ADP from U.S. Bureau of Justice Statistics; 2018 ADP averaged from 2016 and 2017,3,7,8,6,4,6,5,7,10,6,5,10,0,6,3,4,2,1,2,3,5,2,1,3,0,0,0,0,1,0,0,0,1,1,0,0,2,1,5,1,1,5,3,3,4,3,4,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4062,4236,4169,3770,3427,3689,3878,4101,3580,4101,3840.5,4105,public,public,public,public,public,public,public,public,public,public,public,public
419,48061,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Cameron,Cameron County Jails,"2008-2011, 2013-2015 ADP from U.S. Bureau of Justice Statistics; 2012 ADP averaged from 2011 and 2013; 2017 ADP averaged from 2015 and 2016",0,0,1,1,1,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1072,985,1332,1360,1388,1280,1247,1327,1287,1121.8,1142,public,public,public,public,public,public,public,public,public,public,public,public
420,48085,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Collin,Collin County Detention Facility,2008-2009 ADP from U.S. Bureau of Justice Statistics,0,1,0,0,0,2,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,912,1001,901,1008,891,928,912,911,1019,1018,1072,"NaphCare, Inc./Wellpath",Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
421,48113,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Dallas,Lew Sterrett North Tower,,1,1,3,1,2,1,1,0,3,5,3,4,0,0,1,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,2,1,1,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,,2948,2440,2099,2739,2977,3065,2842,2787,2709,2824,2547,2547.6,public,public,public,public,public,public,public,public,public,public,public,public
422,48113,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Dallas,Lew Sterrett West Tower,,0,1,1,4,5,1,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,1039,1011,750,750,702,653.9,public,public,public,public,public,public,public,public,public,public,public,public
423,48113,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Dallas,Suzanne Kays South Tower,2008 ADP averaged from 2009 and 2010. 2019 ADP averaged from Jan-April.,0,1,0,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119.5,2099,2140,2051,1970,1875,2020,1720,1730,1585,1524,1472,public,public,public,public,public,public,public,public,public,public,public,public
424,48121,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Denton,Denton County Jail,U.S. Bureau of Justice Statistics data for ADP 2008-2013; ADP 2014-2016 from the Texas Commission on jail standards; ADP from the jail 2017-2019,0,1,0,0,1,2,2,1,3,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1157,1174,1222,1197,1200,1108,1057,1052,1152,1199,1165,public,public,public,public,public,public,public,public,public,public,public,public
425,48141,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,El Paso,El Paso County Detention Facility - Annex,,1,0,0,1,0,0,0,0,1,3,3,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,2,1,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,2208,2056,2069,2171,2225,2247,2274,2084,2198,2260,1679.52,1567,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health/public,public,public,public,public
426,48141,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,El Paso,El Paso County Detention Facility - Downtown Jail,,1,2,2,3,3,2,1,2,1,2,1,2,0,1,0,1,1,0,0,1,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,878,721,758,883,862,852,850,785,830,855,678.99,673,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health/public,public,public,public,
427,48157,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Fort Bend,Fort Bend County Jail,,0,0,3,0,1,1,0,3,0,1,1,1,0,0,0,0,,1,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,936,1038,1004,942,865,936,966,951,1001,1046,947,858,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
428,48167,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Galveston,Galveston County Jail,2018 ADP averaged from 2017 and 2019,2,2,1,2,1,1,0,1,0,2,1,3,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,0,1,0,1,1,3,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1019,943,993,909,850,893,990,929,1059,1126,1090,1053,public,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health/Wellpath,Wellpath/Carehere/Soluta Inc.-Boon Chapman,Soluta Inc.-Boon Chapman,Soluta Inc.-Boon Chapman,Soluta Inc.-Boon Chapman,Soluta Inc.-Boon Chapman,Soluta Inc.-Boon Chapman,Soluta Inc.-Boon Chapman
429,48183,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Gregg,Gregg County Jail,,0,3,2,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,817,786,773,685,753,750,624,631,616,595.1,741,public,public,public,public,public,public,public,public,public,public,public,public
430,48201,TX,Texas,The Texas Attorney General's Office maintains an online custodial death report database for all county jail deaths in Texas.,Harris,Harris County Jails,,20,16,10,3,3,17,14,16,15,10,10,9,0,0,2,0,1,1,3,1,1,2,2,1,0,0,0,0,0,0,0,1,0,2,0,1,18,15,7,2,1,15,11,12,7,6,6,7,0,0,0,0,0,0,0,2,2,0,2,0,1,0,1,1,1,1,1,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,11491,11607,10640,9984,9145,9307,8851,9001,9407,8713,8613,8652,public,public,public,public,public,public,public,public,public,public,public,public
